"user_id","product_id","cart_time_days","page_view","read_review"
1,1,2880,7,True
1,2,7200,61,True
1,3,2880,98,True
1,4,7200,64,True
1,5,4320,66,True
1,6,5760,60,False
1,7,5760,21,True
1,8,2880,115,False
1,9,1440,34,False
1,10,5760,105,True
1,11,1440,27,True
1,12,4320,70,True
1,13,4320,110,True
1,14,4320,72,True
1,15,5760,17,True
1,16,5760,23,True
1,17,7200,30,True
1,18,4320,112,True
1,19,1440,36,True
1,20,7200,55,False
1,21,2880,49,True
1,22,7200,58,False
1,23,4320,89,True
1,24,7200,83,False
1,25,2880,117,False
1,26,4320,46,True
1,27,7200,108,False
1,28,1440,93,True
1,29,7200,103,False
1,30,4320,105,False
1,31,5760,74,True
1,32,7200,76,True
1,33,2880,13,False
1,34,2880,116,False
1,35,2880,85,True
1,36,2880,5,True
1,37,4320,87,False
1,38,7200,50,False
1,39,5760,6,True
1,40,2880,11,False
1,41,7200,45,True
1,42,2880,38,False
1,43,2880,28,True
1,44,1440,74,False
1,45,7200,36,False
1,46,4320,110,True
1,47,7200,54,False
1,48,2880,99,False
1,49,2880,33,True
1,50,1440,80,False
1,51,7200,7,True
1,52,7200,22,False
1,53,2880,119,True
1,54,7200,79,True
1,55,4320,77,True
1,56,5760,53,False
1,57,1440,59,True
1,58,1440,57,False
1,59,1440,8,True
1,60,5760,21,False
1,61,2880,76,True
1,62,1440,76,False
1,63,5760,118,False
1,64,1440,119,True
1,65,4320,90,True
1,66,5760,40,False
1,67,5760,47,False
1,68,2880,78,True
1,69,2880,59,False
1,70,7200,76,False
1,71,5760,85,True
1,72,5760,53,True
1,73,2880,21,True
1,74,7200,85,False
1,75,7200,23,False
1,76,5760,113,False
1,77,4320,37,False
1,78,4320,70,True
1,79,4320,21,True
1,80,5760,54,True
1,81,7200,24,False
1,82,5760,49,True
1,83,2880,34,True
1,84,1440,89,False
1,85,1440,29,False
1,86,5760,70,True
1,87,5760,29,True
1,88,4320,101,False
1,89,2880,23,True
1,90,2880,71,True
1,91,4320,13,False
1,92,7200,90,True
1,93,4320,20,False
1,94,5760,23,False
1,95,7200,41,False
1,96,4320,17,False
1,97,1440,89,False
1,98,1440,84,False
1,99,4320,77,False
1,100,5760,83,False
1,101,7200,54,True
1,102,1440,113,False
1,103,7200,114,False
1,104,7200,79,True
1,105,1440,51,True
1,106,1440,70,True
1,107,4320,22,True
1,108,1440,100,True
1,109,4320,97,True
1,110,1440,39,False
1,111,5760,53,True
1,112,1440,21,False
1,113,1440,8,False
1,114,1440,44,False
1,115,7200,81,False
1,116,7200,35,True
1,117,7200,31,True
1,118,2880,38,True
1,119,7200,70,False
1,120,5760,102,True
1,121,5760,36,False
1,122,7200,120,True
1,123,2880,12,False
1,124,7200,20,False
1,125,7200,40,False
1,126,2880,96,True
1,127,5760,85,True
1,128,4320,7,True
1,129,5760,110,True
1,130,4320,116,False
1,131,4320,80,True
1,132,5760,33,False
1,133,1440,55,False
1,134,1440,81,True
1,135,2880,43,False
1,136,5760,107,True
1,137,5760,64,False
1,138,2880,118,True
1,139,7200,12,False
1,140,5760,23,False
1,141,7200,20,True
1,142,4320,68,False
1,143,7200,56,True
1,144,2880,86,True
1,145,2880,27,False
1,146,2880,12,False
1,147,2880,71,True
1,148,2880,115,True
1,149,4320,39,True
1,150,4320,101,True
1,151,1440,74,True
1,152,2880,75,False
1,153,4320,11,False
1,154,5760,60,False
1,155,1440,71,False
1,156,7200,20,True
1,157,2880,66,True
1,158,2880,75,True
1,159,7200,84,True
1,160,4320,25,False
1,161,1440,12,False
1,162,4320,65,False
1,163,7200,108,True
1,164,7200,20,True
1,165,7200,52,True
1,166,7200,114,True
1,167,7200,51,True
1,168,2880,91,True
1,169,7200,110,False
1,170,4320,117,True
1,171,5760,44,False
1,172,7200,81,False
1,173,1440,68,True
1,174,7200,90,False
1,175,2880,48,True
1,176,2880,19,False
1,177,1440,49,False
1,178,4320,115,False
1,179,7200,91,True
1,180,4320,50,True
1,181,7200,109,False
1,182,2880,30,False
1,183,4320,90,False
1,184,7200,64,True
1,185,1440,28,True
1,186,1440,64,False
1,187,2880,92,False
1,188,7200,26,True
1,189,5760,23,False
1,190,2880,83,True
1,191,1440,16,False
1,192,5760,58,True
1,193,1440,59,False
1,194,5760,108,False
1,195,5760,64,True
1,196,4320,16,True
1,197,4320,31,True
1,198,7200,23,True
1,199,4320,63,True
1,200,1440,50,True
1,201,2880,110,False
1,202,5760,24,False
1,203,2880,98,True
1,204,7200,46,True
1,205,7200,94,False
1,206,1440,46,True
1,207,5760,33,False
1,208,5760,24,False
1,209,5760,54,False
1,210,4320,20,True
1,211,1440,71,True
1,212,2880,41,False
1,213,2880,81,False
1,214,5760,22,False
1,215,1440,94,True
1,216,1440,55,True
1,217,5760,28,True
1,218,4320,67,True
1,219,5760,23,False
1,220,4320,83,False
1,221,7200,99,False
1,222,5760,74,True
1,223,4320,98,True
1,224,4320,26,True
1,225,2880,35,False
1,226,7200,120,True
1,227,2880,71,True
1,228,7200,81,True
1,229,5760,44,True
1,230,2880,108,True
1,231,5760,35,False
1,232,2880,109,True
1,233,5760,48,False
1,234,2880,96,False
1,235,2880,17,False
1,236,5760,89,True
1,237,4320,72,True
1,238,7200,40,False
1,239,2880,39,False
1,240,7200,51,True
1,241,1440,35,False
1,242,7200,93,True
1,243,7200,89,True
1,244,4320,106,False
1,245,5760,96,False
1,246,2880,40,True
1,247,4320,55,False
1,248,5760,113,True
1,249,7200,102,True
1,250,1440,60,False
1,251,7200,72,False
1,252,4320,34,False
1,253,2880,49,True
1,254,7200,52,False
1,255,7200,16,False
1,256,1440,78,False
1,257,2880,57,True
1,258,2880,12,True
1,259,4320,49,True
1,260,4320,47,False
1,261,5760,119,False
1,262,5760,49,False
1,263,5760,96,True
1,264,4320,7,True
1,265,1440,99,True
1,266,2880,97,True
1,267,1440,9,True
1,268,1440,104,True
1,269,7200,43,True
1,270,1440,24,False
1,271,2880,51,True
1,272,5760,5,True
1,273,5760,96,True
1,274,7200,20,False
1,275,5760,115,False
1,276,7200,98,False
1,277,1440,47,True
1,278,4320,59,False
1,279,4320,115,False
1,280,2880,101,True
1,281,1440,116,False
1,282,1440,115,False
1,283,4320,94,True
1,284,5760,80,False
1,285,7200,34,True
1,286,2880,112,False
1,287,4320,82,True
1,288,2880,107,False
1,289,1440,30,False
1,290,4320,25,False
1,291,2880,39,True
1,292,7200,81,True
1,293,5760,56,False
1,294,4320,92,False
1,295,7200,9,False
1,296,4320,45,False
1,297,1440,117,False
1,298,5760,71,False
1,299,2880,59,True
1,300,1440,71,False
2,1,7200,6,True
2,2,1440,105,True
2,3,4320,68,True
2,4,5760,110,True
2,5,5760,17,False
2,6,1440,103,True
2,7,7200,50,True
2,8,4320,18,False
2,9,5760,58,False
2,10,7200,118,True
2,11,1440,66,False
2,12,7200,18,True
2,13,2880,99,True
2,14,5760,53,True
2,15,5760,96,False
2,16,5760,34,False
2,17,7200,113,False
2,18,7200,106,True
2,19,2880,46,True
2,20,1440,113,True
2,21,5760,25,True
2,22,2880,79,False
2,23,4320,28,False
2,24,7200,23,True
2,25,5760,99,True
2,26,5760,61,False
2,27,2880,76,True
2,28,7200,50,False
2,29,4320,18,False
2,30,5760,69,False
2,31,5760,42,True
2,32,1440,47,True
2,33,4320,71,True
2,34,4320,18,False
2,35,4320,83,True
2,36,1440,66,True
2,37,1440,51,False
2,38,7200,42,True
2,39,7200,92,False
2,40,7200,51,False
2,41,5760,108,True
2,42,7200,35,False
2,43,1440,11,True
2,44,4320,69,False
2,45,2880,27,False
2,46,7200,42,True
2,47,2880,97,True
2,48,5760,57,False
2,49,7200,41,True
2,50,4320,109,False
2,51,7200,96,True
2,52,4320,9,False
2,53,2880,17,False
2,54,4320,90,False
2,55,7200,81,False
2,56,2880,14,False
2,57,5760,7,True
2,58,5760,7,True
2,59,4320,18,True
2,60,1440,18,True
2,61,5760,48,False
2,62,7200,37,True
2,63,5760,112,True
2,64,7200,79,True
2,65,4320,61,True
2,66,7200,105,False
2,67,7200,105,True
2,68,1440,51,False
2,69,5760,61,False
2,70,2880,115,True
2,71,5760,100,False
2,72,2880,113,False
2,73,5760,118,False
2,74,7200,43,True
2,75,7200,8,True
2,76,1440,9,False
2,77,1440,41,False
2,78,7200,33,False
2,79,4320,81,True
2,80,7200,90,False
2,81,5760,76,True
2,82,7200,39,False
2,83,2880,119,False
2,84,4320,104,False
2,85,5760,78,True
2,86,2880,105,False
2,87,2880,118,True
2,88,1440,97,True
2,89,1440,18,False
2,90,5760,76,False
2,91,1440,58,False
2,92,2880,60,True
2,93,2880,104,True
2,94,4320,96,False
2,95,5760,57,False
2,96,4320,67,True
2,97,7200,66,True
2,98,2880,80,True
2,99,4320,76,False
2,100,2880,100,True
2,101,7200,88,True
2,102,7200,109,True
2,103,2880,60,False
2,104,1440,85,True
2,105,5760,92,False
2,106,5760,9,True
2,107,2880,40,True
2,108,1440,42,True
2,109,5760,12,False
2,110,5760,20,True
2,111,1440,72,False
2,112,5760,69,False
2,113,1440,78,False
2,114,1440,114,True
2,115,5760,58,False
2,116,7200,47,True
2,117,4320,15,False
2,118,5760,13,True
2,119,4320,107,False
2,120,1440,106,True
2,121,2880,48,False
2,122,4320,22,True
2,123,4320,86,False
2,124,4320,8,True
